0.0,0.0,0.8802085299401514
0.0,2.0e-2,0.8718897410014895
0.0,4.0e-2,0.863129833947403
0.0,6.0e-2,0.8539216782339241
0.0,8.0e-2,0.8442596015580701
0.0,0.1,0.8341394932565847
0.0,0.12,0.8235588960274778
0.0,0.14,0.812517084191033
0.0,0.16,0.8010151268842016
0.0,0.18,0.7890559348045103
0.0,0.2,0.7766442893821591
0.0,0.22,0.7637868535557415
0.0,0.24,0.7504921636503686
0.0,0.26,0.7367706021981713
0.0,0.28,0.7226343518906543
0.0,0.3,0.7080973312001453
0.0,0.32,0.6931751125436543
0.0,0.34,0.6778848241771349
0.0,0.36,0.6622450372926295
0.0,0.38,0.6462756400373557
0.0,0.4,0.6299977003762177
0.0,0.42,0.6134333198728972
0.0,0.44,0.5966054805668447
0.0,0.46,0.5795378871731768
0.0,0.48,0.5622548068306314
0.0,0.5,0.5447809085717648
0.0,0.52,0.5271411045937167
0.0,0.54,0.5093603952721455
0.0,0.56,0.49146371969173375
0.0,0.58,0.47347581327068217
0.0,0.6,0.4554210738410438
0.0,0.62,0.4373234373186744
0.0,0.64,0.41920626386296067
0.0,0.66,0.40109223519369214
0.0,0.68,0.3830032635062174
0.0,0.7000000000000001,0.3649604122113416
0.0,0.72,0.34698382852732035
0.0,0.74,0.32909268777093603
0.0,0.76,0.3113051490352596
0.0,0.78,0.2936383218046445
0.0,0.8,0.27610824294332403
0.0,0.8200000000000001,0.25872986340261284
0.0,0.84,0.24151704392227974
0.0,0.86,0.2244825589530638
0.0,0.88,0.20763810799780819
0.0,0.9,0.19099433355648265
0.0,0.92,0.1745608448633734
0.0,0.9400000000000001,0.15834624662077898
0.0,0.96,0.1423581719605541
0.0,0.98,0.1266033189007089
0.0,1.0,0.11108748960699161
2.0e-2,0.0,0.8839021453023113
2.0e-2,2.0e-2,0.8758118671558413
2.0e-2,4.0e-2,0.8672854810567806
2.0e-2,6.0e-2,0.8583151131285474
2.0e-2,8.0e-2,0.8488942806622821
2.0e-2,0.1,0.8390180009641245
2.0e-2,0.12,0.828682889664469
2.0e-2,0.14,0.8178872466328994
2.0e-2,0.16,0.8066311277911677
2.0e-2,0.18,0.7949164013118472
2.0e-2,0.2,0.7827467869285788
2.0e-2,0.22,0.7701278773599585
2.0e-2,0.24,0.7570671411563059
2.0e-2,0.26,0.7435739066088126
2.0e-2,0.28,0.7296593267047284
2.0e-2,0.3,0.7153363254607081
2.0e-2,0.32,0.7006195263090502
2.0e-2,0.34,0.6855251635386035
2.0e-2,0.36,0.6700709780941514
2.0e-2,0.38,0.6542760993068312
2.0e-2,0.4,0.6381609143564504
2.0e-2,0.42,0.6217469274488417
2.0e-2,0.44,0.6050566108238403
2.0e-2,0.46,0.5881132497900255
2.0e-2,0.48,0.5709407840108199
2.0e-2,0.5,0.5535636472445076
2.0e-2,0.52,0.5360066076712979
2.0e-2,0.54,0.5182946108283237
2.0e-2,0.56,0.5004526270239912
2.0e-2,0.58,0.482505504922931
2.0e-2,0.6,0.4644778327887824
2.0e-2,0.62,0.4463938086513942
2.0e-2,0.64,0.42827712043473215
2.0e-2,0.66,0.41015083684857995
2.0e-2,0.68,0.39203730961711
2.0e-2,0.7000000000000001,0.37395808739602304
2.0e-2,0.72,0.35593384152178376
2.0e-2,0.74,0.33798430354519793
2.0e-2,0.76,0.32012821432997574
2.0e-2,0.78,0.30238328434682676
2.0e-2,0.8,0.2847661646661384
2.0e-2,0.8200000000000001,0.26729242804761766
2.0e-2,0.84,0.24997655944303343
2.0e-2,0.86,0.23283195516748675
2.0e-2,0.88,0.2158709299539623
2.0e-2,0.9,0.19910473108367757
2.0e-2,0.92,0.18254355877884662
2.0e-2,0.9400000000000001,0.16619659205295867
2.0e-2,0.96,0.1500720192342845
2.0e-2,0.98,0.13417707240903295
2.0e-2,1.0,0.11851806506929906
4.0e-2,0.0,0.887215236779631
4.0e-2,2.0e-2,0.87933788477121
4.0e-2,4.0e-2,0.8710295748658627
4.0e-2,6.0e-2,0.8622817647258103
4.0e-2,8.0e-2,0.8530872365646605
4.0e-2,0.1,0.8434402105345897
4.0e-2,0.12,0.8333364486934565
4.0e-2,0.14,0.8227733476422225
4.0e-2,0.16,0.8117500180439148
4.0e-2,0.18,0.8002673494037627
4.0e-2,0.2,0.7883280587035999
4.0e-2,0.22,0.7759367217378246
4.0e-2,0.24,0.763099786287356
4.0e-2,0.26,0.7498255665847585
4.0e-2,0.28,0.7361242188595922
4.0e-2,0.3,0.722007698098729
4.0e-2,0.32,0.7074896965019697
4.0e-2,0.34,0.6925855644489212
4.0e-2,0.36,0.6773122151090801
4.0e-2,0.38,0.6616880141145091
4.0e-2,0.4,0.6457326559655916
4.0e-2,0.42,0.6294670290485911
4.0e-2,0.44,0.6129130713043657
4.0e-2,0.46,0.596093618697466
